Time,Mean RTT,Std Dev,Elevation,State
Wed Mar 25 20:31:30 2026,77.66666666666667,53.39454820276859,52.66666666666667,1,1110.0
Wed Mar 25 20:31:59 2026,93.8,12.08966500776593,13.799999999999997,1,1400.0
Wed Mar 25 20:32:31 2026,67.95833333333333,26.93520388512649,42.95833333333333,1,1150.0
Wed Mar 25 20:32:50 2026,45.03333333333333,15.26593884727988,16.366666666666664,0,1350.0
Wed Mar 25 20:33:28 2026,1539.3333333333333,980.4735817167357,1296.6666666666665,1,1380.0
Wed Mar 25 20:33:58 2026,223.9,119.18182188012847,141.23333333333335,1,933.0
Wed Mar 25 20:34:22 2026,104.67944037119548,75.69826639578561,66.48020350138347,1,1070.0
Wed Mar 25 20:34:51 2026,83.6,15.069321300060082,19.599999999999994,1,961.0
Wed Mar 25 20:35:24 2026,44.916666666666664,10.520812706250407,7.25,0,1190.0
Wed Mar 25 20:35:56 2026,1244.4583333333333,902.1859362357998,1143.4583333333333,1,1240.0
Wed Mar 25 20:36:29 2026,114.83333333333334,12.311918344975059,18.833333333333343,1,1110.0
Wed Mar 25 20:37:01 2026,42.58333333333333,14.848073200849253,24.58333333333333,0,1080.0
Wed Mar 25 20:37:33 2026,518.8854454358419,279.2858080901603,440.9535644849142,1,1350.0
Wed Mar 25 20:38:02 2026,55.86666666666667,6.434628539740615,8.533333333333331,0,1500.0
Wed Mar 25 20:38:33 2026,31.433333333333334,10.202178416614975,11.433333333333334,0,1200.0
Wed Mar 25 20:39:14 2026,1896.4003001848857,1104.689623390318,1396.1324327786765,1,
Wed Mar 25 20:39:53 2026,129.5,44.5,44.5,1,
Wed Mar 25 20:40:21 2026,109.7,73.07122856805162,87.7,1,
Wed Mar 25 20:40:47 2026,924.9765122731527,470.7121950532245,741.9765122731527,1,
Wed Mar 25 20:41:15 2026,105.3,34.73813146641278,48.3,1,
Wed Mar 25 20:41:43 2026,110.16666666666667,28.059460674313275,32.16666666666667,1,
Wed Mar 25 20:42:01 2026,108.86666666666666,22.910065715992854,21.53333333333333,1,
