Time,Mean RTT,Std Dev,Elevation,State
Thu Mar 26 13:55:31 2026,506.1333333333333,387.17980893177327,460.1333333333333,1,89.9
Thu Mar 26 13:55:45 2026,404.8666666666667,236.08102187361206,340.53333333333336,1,80.3
Thu Mar 26 13:56:11 2026,131.7,17.948816116947658,18.69999999999999,1,
Thu Mar 26 13:56:11 2026,113.75,3.4990077958695056,2.75,1,77.6
Thu Mar 26 13:56:37 2026,46.63333333333333,7.362366769215212,10.633333333333333,0,
Thu Mar 26 13:56:40 2026,56.7,4.49493542161002,5.700000000000003,0,102.0
Thu Mar 26 13:57:05 2026,445.0333333333333,332.77720942262727,333.0333333333333,1,92.3
Thu Mar 26 13:57:14 2026,583.6833586374919,381.4375843605193,531.6833586374919,1,114.0
Thu Mar 26 13:57:37 2026,863.5,483.2671448933119,730.8333333333334,1,74.4
Thu Mar 26 13:57:43 2026,160.86666666666667,14.384559623275068,21.53333333333333,1,86.1
Thu Mar 26 13:58:06 2026,58.233333333333334,16.194512102012283,15.733333333333334,0,73.6
Thu Mar 26 13:58:12 2026,63.86666666666667,12.25760534887989,19.866666666666667,1,80.1
Thu Mar 26 13:58:28 2026,56.03333333333333,21.666769230526477,21.699999999999996,0,79.2
Thu Mar 26 13:58:31 2026,49.56666666666667,13.940986733768565,15.233333333333334,0,86.8
Thu Mar 26 13:59:03 2026,111.8,15.834701695257088,17.46666666666667,1,80.5
Thu Mar 26 13:59:07 2026,113.375,4.3499281603263285,5.375,1,92.3
Thu Mar 26 13:59:33 2026,86.13333333333333,47.98777622131147,49.133333333333326,1,87.0
Thu Mar 26 13:59:37 2026,118.33333333333333,52.6046047836541,60.33333333333333,1,110.0
Thu Mar 26 13:59:53 2026,188.06666666666666,94.54062031153006,151.06666666666666,1,103.0
Thu Mar 26 13:59:57 2026,291.23333333333335,254.05265420993166,253.23333333333335,1,111.0
Thu Mar 26 14:00:23 2026,444.8666666666667,211.4013139872966,350.53333333333336,1,103.0
Thu Mar 26 14:00:27 2026,586.8,500.9133258359174,497.46666666666664,1,105.0
Thu Mar 26 14:00:53 2026,80.13333333333333,34.3178605911784,44.133333333333326,1,71.7
Thu Mar 26 14:00:58 2026,201.66666666666666,70.29303742982736,82.66666666666666,1,71.1
Thu Mar 26 14:01:23 2026,1453.5761408487956,296.9197770395407,422.0287699381511,1,
Thu Mar 26 14:01:26 2026,753.2,237.23018357704822,342.20000000000005,1,94.9
Thu Mar 26 14:01:52 2026,123.1,15.7379936600713,15.099999999999994,1,
Thu Mar 26 14:01:53 2026,274.76666666666665,106.5329161443646,124.43333333333331,1,97.2
Thu Mar 26 14:02:19 2026,80.03333333333333,10.60419204319164,13.36666666666666,1,
Thu Mar 26 14:02:21 2026,68.13333333333334,8.386762055631351,8.13333333333334,0,97.8
Thu Mar 26 14:02:42 2026,326.43333333333334,195.32660966812597,233.43333333333334,1,94.9
Thu Mar 26 14:02:48 2026,221.89175783793132,76.99816774630459,91.01660588582357,1,93.2
Thu Mar 26 14:03:15 2026,151.3,23.19971264189853,32.63333333333334,1,18.7
Thu Mar 26 14:03:39 2026,89.41666666666666,1.7219981933143174,1.4166666666666572,1,
Thu Mar 26 14:03:45 2026,63.2,15.753094934012173,19.200000000000003,1,21.0
Thu Mar 26 14:04:03 2026,100.83333333333333,56.358574226899044,60.49999999999999,1,
Thu Mar 26 14:04:08 2026,294.1,210.9773447553078,249.10000000000002,1,
Thu Mar 26 14:04:42 2026,101.8,12.097015242520683,14.799999999999997,1,
Thu Mar 26 14:04:42 2026,71.39999999999999,7.846867740272758,14.399999999999991,1,
Mon Apr 13 13:12:57 2026,66.66666666666667,36.17181222996714,46.66666666666667,1,13.0
Mon Apr 13 13:13:16 2026,9.5,3.1375857668666916,5.5,0,11.9
Mon Apr 13 13:13:38 2026,21.433333333333334,13.74756544103557,16.433333333333334,0,27.6
Mon Apr 13 13:14:03 2026,13.966666666666667,1.3182479955523458,1.4666666666666668,0,26.7
Mon Apr 13 13:14:34 2026,16.266666666666666,4.523518787649967,3.933333333333332,0,32.3
Mon Apr 13 13:15:13 2026,10.866666666666667,3.1453669632227865,2.200000000000001,0,30.5
Mon Apr 13 13:48:58 2026,20.4,5.083306010855534,6.399999999999999,0,25.6
Mon Apr 13 13:49:19 2026,12.633333333333333,2.1302060411560606,3.633333333333333,0,19.9
Mon Apr 13 13:49:44 2026,11.333333333333334,2.9287843515318395,4.333333333333334,0,19.9
Mon Apr 13 13:50:16 2026,116.23333333333333,80.71304451918262,108.23333333333333,1,8.11
Mon Apr 13 14:09:20 2026,49.33333333333333,35.54340070017686,43.33333333333333,1,35.1
Mon Apr 13 14:09:40 2026,94.30000000000001,54.5914523223798,67.30000000000001,1,30.5
Mon Apr 13 14:10:00 2026,81.36666666666667,22.863945416309935,33.366666666666674,1,41.0
Mon Apr 13 14:10:20 2026,108.43333333333334,39.472015403320874,69.43333333333334,1,39.2
Mon Apr 13 14:10:40 2026,41.4,13.491396435424235,20.4,0,35.3
Mon Apr 13 14:11:03 2026,52.86666666666667,24.296867653625185,39.86666666666667,1,23.7
Mon Apr 13 14:11:23 2026,64.83333333333333,9.189365834726816,13.833333333333329,0,29.9
Mon Apr 13 14:11:45 2026,106.3,53.74842633355263,100.3,1,27.0
Mon Apr 13 14:12:05 2026,112.1,50.58893159575521,95.1,1,25.8
Mon Apr 13 14:12:28 2026,77.46666666666667,50.19544025329614,57.46666666666667,1,
Mon Apr 13 14:13:24 2026,247.0,0.0,0.0,1,
Mon Apr 13 14:29:11 2026,22.5,9.5,9.5,0,40.4
Mon Apr 13 14:29:35 2026,31.633333333333333,13.169999578165859,14.633333333333333,0,7.01
Mon Apr 13 14:30:03 2026,81.13333333333334,40.779951501251745,71.13333333333334,1,29.5
Mon Apr 13 14:30:23 2026,110.73333333333333,56.41883058380814,101.73333333333333,1,44.7
Mon Apr 13 14:30:44 2026,98.56666666666666,96.30504775047994,76.56666666666666,1,53.1
Mon Apr 13 14:31:03 2026,45.63333333333333,26.544386307549935,34.63333333333333,0,52.6
Mon Apr 13 14:31:26 2026,59.7,39.769390798005,49.7,1,49.4
Mon Apr 13 14:31:46 2026,52.56666666666667,24.40573703046069,42.56666666666667,1,38.4
Mon Apr 13 14:32:05 2026,63.16666666666667,28.839787331624578,54.16666666666667,1,41.8
Mon Apr 13 14:32:25 2026,54.6,38.24970588122215,43.6,1,45.6
Mon Apr 13 14:32:45 2026,83.4,41.30396806334444,71.4,1,35.2
Mon Apr 13 14:33:05 2026,57.5,30.099833886584822,45.5,1,36.1
Mon Apr 13 14:33:24 2026,44.233333333333334,23.94057457771453,36.233333333333334,0,42.9
Mon Apr 13 14:33:47 2026,172.9,101.38286070359449,152.9,1,39.7
Mon Apr 13 14:34:07 2026,52.43333333333334,20.018768970921045,26.433333333333337,0,41.9
Mon Apr 13 14:34:29 2026,36.8,24.18135186001349,26.799999999999997,0,42.9
Mon Apr 13 14:34:55 2026,66.26666666666667,18.006665432555803,26.266666666666666,1,38.9
Mon Apr 13 14:35:15 2026,53.2,31.29046713191309,40.2,1,42.3
Mon Apr 13 14:35:34 2026,40.6,22.5126137482474,26.6,0,42.8
Mon Apr 13 14:35:56 2026,111.8,56.78677467313827,104.8,1,37.1
Mon Apr 13 14:36:17 2026,72.33333333333333,39.42926155365665,66.33333333333333,1,42.4
Mon Apr 13 14:36:36 2026,56.833333333333336,29.559356480741517,50.833333333333336,1,42.9
Mon Apr 13 14:36:55 2026,62.06666666666667,27.779608828539445,55.06666666666667,1,31.2
Mon Apr 13 14:37:15 2026,47.199999999999996,37.67616399440544,41.199999999999996,1,41.7
Mon Apr 13 14:37:34 2026,62.766666666666666,34.75750918067122,56.766666666666666,1,40.2
Mon Apr 13 14:37:54 2026,96.80000000000001,65.54611608122433,90.80000000000001,1,35.7
Mon Apr 13 14:38:14 2026,55.4,28.260219390514294,49.4,1,43.2
Mon Apr 13 14:38:33 2026,49.8,50.294510413938596,43.8,1,36.1
Mon Apr 13 14:38:53 2026,54.199999999999996,42.51985157285686,49.199999999999996,1,36.3
Mon Apr 13 14:39:12 2026,46.666666666666664,24.131123287387826,39.666666666666664,1,42.8
Mon Apr 13 14:39:31 2026,20.133333333333333,9.460091613368938,15.133333333333333,0,42.1
Mon Apr 13 14:39:54 2026,58.93333333333333,33.08332913518025,53.93333333333333,1,36.1
Mon Apr 13 14:40:13 2026,38.8,44.27369422128675,32.8,0,40.5
Mon Apr 13 14:40:35 2026,62.0,31.245266308141247,56.0,1,41.2
Mon Apr 13 14:40:55 2026,89.0,36.981076241775334,55.0,1,43.6
Mon Apr 13 14:41:14 2026,97.66666666666667,57.13453907712528,91.66666666666667,1,43.5
Mon Apr 13 14:41:35 2026,249.43333333333334,162.3105938898903,217.43333333333334,1,45.7
Mon Apr 13 14:41:54 2026,56.66666666666667,34.89794645343285,51.66666666666667,1,43.8
Mon Apr 13 14:42:14 2026,76.36666666666667,71.8947069601712,65.36666666666667,1,37.4
Mon Apr 13 14:42:33 2026,26.133333333333333,12.482165054366346,20.133333333333333,0,45.3
Mon Apr 13 14:42:56 2026,54.4,26.420026074509803,48.4,1,44.2
Mon Apr 13 14:43:15 2026,67.93333333333334,37.99380066390949,61.93333333333334,1,49.1
Mon Apr 13 14:43:35 2026,79.1,64.40355407722292,74.1,1,42.9
Mon Apr 13 14:43:54 2026,48.800000000000004,35.43294135876012,42.800000000000004,1,47.7
Mon Apr 13 14:44:14 2026,48.2,21.514439595562585,42.2,1,34.4
Mon Apr 13 14:44:34 2026,45.36666666666667,31.023360373900324,30.366666666666667,0,39.6
Mon Apr 13 14:44:56 2026,72.76666666666667,8.916651090329076,12.100000000000001,1,30.7
Mon Apr 13 14:45:38 2026,55.83333333333333,34.65905365124674,49.83333333333333,1,39.0
Mon Apr 13 14:45:58 2026,121.0,77.15381462449612,115.0,1,40.4
Mon Apr 13 14:46:17 2026,33.3,22.668725396702637,27.299999999999997,0,37.3
Mon Apr 13 14:46:39 2026,47.4,22.56585424436172,42.4,1,37.9
Mon Apr 13 14:46:59 2026,60.733333333333334,46.8322775681711,54.733333333333334,1,49.7
Mon Apr 13 14:47:18 2026,76.3,26.22348396211135,44.3,1,37.2
Mon Apr 13 14:47:38 2026,56.86666666666667,71.77669073824268,51.86666666666667,1,39.6
Mon Apr 13 14:47:58 2026,44.46666666666667,25.690119155469525,37.46666666666667,0,43.5
Mon Apr 13 14:48:19 2026,45.96666666666666,31.47139794939031,39.96666666666666,1,43.4
Mon Apr 13 14:48:39 2026,33.2,5.344155686354955,7.200000000000003,0,43.1
Mon Apr 13 14:49:00 2026,39.833333333333336,20.366093827186837,33.833333333333336,0,36.7
Mon Apr 13 14:49:26 2026,57.900000000000006,26.53249579917678,50.900000000000006,1,40.4
Mon Apr 13 14:49:46 2026,12.7,8.286803431427048,6.699999999999999,0,46.6
Mon Apr 13 14:50:10 2026,47.4,29.68306662803634,41.4,1,36.9
Mon Apr 13 14:50:29 2026,74.63333333333334,59.228033902874074,69.63333333333334,1,34.0
Mon Apr 13 14:50:49 2026,97.63333333333334,47.189264315802454,85.63333333333334,1,39.1
Mon Apr 13 14:51:09 2026,123.83333333333334,65.7054031263792,114.83333333333334,1,40.8
Mon Apr 13 14:51:29 2026,66.36666666666667,49.32887367230046,52.366666666666674,1,39.0
Mon Apr 13 14:51:49 2026,68.56666666666666,64.42149399764716,55.56666666666666,1,34.2
Mon Apr 13 14:52:08 2026,75.03333333333333,32.19496164861135,62.03333333333333,1,40.3
Mon Apr 13 14:52:28 2026,96.23333333333333,32.65911477333361,56.233333333333334,1,36.7
Mon Apr 13 14:52:47 2026,53.233333333333334,25.821524182571235,48.233333333333334,1,33.9
Mon Apr 13 14:53:07 2026,43.06666666666666,34.64961118909641,31.066666666666663,0,29.7
Mon Apr 13 14:53:29 2026,39.233333333333334,18.679043515840597,31.233333333333334,0,24.6
Mon Apr 13 14:53:55 2026,130.23333333333335,98.34901569862755,118.23333333333335,1,43.7
Mon Apr 13 14:54:16 2026,34.56666666666666,31.21886893815626,26.566666666666663,0,44.6
Mon Apr 13 14:54:39 2026,44.93333333333334,21.915392865391315,34.93333333333334,0,46.0
Mon Apr 13 14:55:06 2026,70.9,34.50919362205446,61.900000000000006,1,34.7
Mon Apr 13 14:55:28 2026,85.73333333333333,45.14982465820512,77.73333333333333,1,43.3
Mon Apr 13 14:55:49 2026,59.36666666666667,16.285098846627992,27.366666666666667,1,41.0
Mon Apr 13 14:56:11 2026,91.33333333333333,46.238512086787566,84.33333333333333,1,35.0
Mon Apr 13 14:56:32 2026,70.26666666666667,39.89062825053301,57.266666666666666,1,45.0
Mon Apr 13 14:56:54 2026,53.1,31.872244978978184,46.1,1,38.6
Mon Apr 13 14:57:15 2026,81.83333333333333,41.754041720532875,70.83333333333333,1,45.6
Mon Apr 13 14:57:36 2026,75.5,34.97967663912544,66.5,1,42.2
Mon Apr 13 14:57:58 2026,103.93333333333334,51.17047759966461,90.93333333333334,1,44.6
Mon Apr 13 14:58:19 2026,51.166666666666664,44.52340208624374,43.166666666666664,1,42.9
Mon Apr 13 14:58:41 2026,91.26666666666667,57.201165489291675,77.26666666666667,1,49.6
Mon Apr 13 14:59:01 2026,12.2,2.1354156504062622,3.1999999999999993,0,25.6
Mon Apr 13 14:59:25 2026,9.866666666666667,1.16619037896906,1.8666666666666671,0,31.4
Mon Apr 13 14:59:52 2026,9.633333333333333,1.7461067804945059,2.633333333333333,0,
Mon Apr 13 14:59:53 2026,10.566666666666666,1.2806248474865698,1.0666666666666664,0,21.4
Mon Apr 13 15:00:18 2026,34.6,23.70972608680056,24.6,0,18.1
Mon Apr 13 15:00:29 2026,11.566666666666666,2.792052212182923,4.066666666666666,0,21.0
Mon Apr 13 15:00:49 2026,14.133333333333333,4.16119640915393,5.799999999999999,0,25.3
Mon Apr 13 15:01:11 2026,9.966666666666667,1.1075498483890764,1.9666666666666668,0,27.1
Mon Apr 13 15:01:23 2026,15.3,3.1524241113431706,3.6333333333333346,0,28.2
Mon Apr 13 15:01:53 2026,20.233333333333334,7.089585476050221,4.566666666666668,0,18.8
Mon Apr 13 15:02:12 2026,11.200000000000001,3.0228757463345697,2.200000000000001,0,16.7
Mon Apr 13 15:02:36 2026,48.266666666666666,26.078002650169015,38.266666666666666,1,13.5
Mon Apr 13 15:02:56 2026,67.23333333333333,22.93120145129775,26.733333333333334,1,17.0
Mon Apr 13 15:03:08 2026,217.5,243.8624840173476,200.0,1,17.9
Mon Apr 13 15:03:27 2026,23.5,5.60357029044876,9.5,0,
Mon Apr 13 15:03:28 2026,84.86666666666666,35.698490475399964,50.86666666666666,1,11.1
Mon Apr 13 15:03:51 2026,29.0,22.865792014370385,19.0,0,
Mon Apr 13 15:03:55 2026,72.23333333333333,39.68425380424836,41.733333333333334,1,13.0
Mon Apr 13 15:04:15 2026,115.36666666666666,91.26082279805381,90.03333333333333,1,
Mon Apr 13 15:04:19 2026,20.366666666666667,9.398817892574458,10.866666666666667,0,8.36
Mon Apr 13 15:04:38 2026,137.23333333333332,77.32827569668305,118.56666666666665,1,14.1
Mon Apr 13 15:04:46 2026,46.56666666666667,45.15450020639016,29.900000000000002,1,13.2
Mon Apr 13 15:05:01 2026,84.26666666666667,39.04720789562865,54.266666666666666,1,13.4
Mon Apr 13 15:05:10 2026,56.93333333333334,66.73210122072685,35.93333333333334,1,15.3
Mon Apr 13 15:05:24 2026,151.66666666666666,44.6850708352975,37.33333333333333,1,20.6
Mon Apr 13 15:05:34 2026,66.23333333333333,33.525048678397006,25.56666666666667,1,17.7
Mon Apr 13 15:05:48 2026,89.46666666666667,45.58489028419639,63.46666666666667,1,17.3
Mon Apr 13 15:05:56 2026,34.56666666666667,28.16451668323105,25.56666666666667,0,13.6
Mon Apr 13 15:06:12 2026,58.93333333333334,32.17272827169689,38.93333333333334,1,
Mon Apr 13 15:06:38 2026,26.366666666666667,7.561892767172927,9.366666666666667,0,
Mon Apr 13 15:07:11 2026,69.0,0.0,0.0,0,
Mon Apr 13 15:08:38 2026,20.444444444444443,6.712803318663651,9.444444444444443,0,
Mon Apr 13 15:08:42 2026,21.583333333333332,13.208530492745124,12.583333333333332,0,
Wed Apr 29 12:41:19 2026,180.96666666666667,97.42669038820932,136.96666666666667,1,31.3
Wed Apr 29 12:41:41 2026,72.9,57.661232884649436,61.900000000000006,1,27.9
Wed Apr 29 12:42:03 2026,183.76666666666665,183.82315172771658,175.26666666666665,1,29.4
Wed Apr 29 12:42:26 2026,60.63333333333333,53.146798795621,55.63333333333333,1,26.7
Wed Apr 29 12:42:47 2026,25.1,20.93046689504189,18.1,0,29.6
Wed Apr 29 12:43:12 2026,232.76666666666668,130.2292679170939,226.76666666666668,1,26.2
Wed Apr 29 12:43:32 2026,69.93333333333334,48.37143325926528,64.93333333333334,1,31.2
Wed Apr 29 12:43:55 2026,36.733333333333334,29.00528687440734,31.733333333333334,0,18.5
Wed Apr 29 12:44:20 2026,85.13333333333334,64.61702562018775,80.13333333333334,1,18.7
Wed Apr 29 12:44:41 2026,47.0,69.62885736372368,42.0,1,30.0
Tue May 19 15:22:35 2026,1.0,0.0,0.0,0,
Tue May 19 15:22:52 2026,1.0,0.0,0.0,0,
Tue May 19 15:23:14 2026,1.0,0.0,0.0,0,
Tue May 19 15:23:41 2026,1.0,0.0,0.0,0,
Tue May 19 15:24:16 2026,1.0,0.0,0.0,0,
Tue May 19 15:24:33 2026,1.0,0.0,0.0,0,
Tue May 19 15:24:55 2026,1.0,0.0,0.0,0,
Tue May 19 15:25:22 2026,1.0,0.0,0.0,0,
Tue May 19 15:26:20 2026,1.0,0.0,0.0,0,
Tue May 19 15:26:59 2026,1.0,0.0,0.0,0,
Tue May 19 15:27:42 2026,1.0,0.0,0.0,0,
Tue May 19 15:28:30 2026,1.0,0.0,0.0,0,
Tue May 19 15:29:26 2026,1.0,0.0,0.0,0,
Tue May 19 15:30:49 2026,1.0,0.0,0.0,0,
Tue May 19 15:31:27 2026,1.0,0.0,0.0,0,
Fri May 22 09:58:29 2026,1.0,0.0,0.0,0,
Fri May 22 09:59:07 2026,1.0,0.0,0.0,0,
Fri May 22 09:59:50 2026,1.0,0.0,0.0,0,
Fri May 22 10:00:43 2026,1.0,0.0,0.0,0,
Fri May 22 10:01:22 2026,1.0,0.0,0.0,0,
Fri May 22 10:02:04 2026,1.0,0.0,0.0,0,
Fri May 22 10:02:53 2026,1.0,0.0,0.0,0,
Fri May 22 10:03:49 2026,1.0,0.0,0.0,0,
Fri May 22 10:04:45 2026,1.0,0.0,0.0,0,
Fri May 22 10:05:37 2026,1.0,0.0,0.0,0,80500.0
Fri May 22 10:05:57 2026,1.0,0.0,0.0,0,62500.0
Fri May 22 10:06:22 2026,1.0,0.0,0.0,0,61600.0
Fri May 22 10:06:52 2026,1.0,0.0,0.0,0,76100.0
Fri May 22 10:07:30 2026,1.0,0.0,0.0,0,72500.0
Fri May 22 10:08:08 2026,1.0,0.0,0.0,0,68000.0
Fri May 22 10:08:47 2026,1.0,0.0,0.0,0,81300.0
Fri May 22 10:09:25 2026,1.0,0.0,0.0,0,62800.0
Fri May 22 10:10:03 2026,1.0,0.0,0.0,0,74700.0
Fri May 22 10:10:41 2026,1.0,0.0,0.0,0,72000.0
Fri May 22 10:11:20 2026,1.0,0.0,0.0,0,83200.0
Fri May 22 10:11:58 2026,1.0,0.0,0.0,0,65600.0
Fri May 22 10:12:36 2026,1.0,0.0,0.0,0,74400.0
Fri May 22 10:13:14 2026,1.0,0.0,0.0,0,72600.0
Fri May 22 10:13:53 2026,1.0,0.0,0.0,0,80200.0
Fri May 22 10:14:31 2026,1.0,0.0,0.0,0,59500.0
Fri May 22 10:15:09 2026,1.0,0.0,0.0,0,74900.0
Fri May 22 10:15:47 2026,1.0,0.0,0.0,0,79300.0
